"RK","PLAYER NAME",TEAM,"POS","OPP","UPSIDE ","BUST ","MATCHUP "
"234","Ollie Gordon II",MIA,"RB67","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"235","Brandin Cooks",BUF,"WR99","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"236","Jaylin Noel",HOU,"WR100","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"237","Mitch Tinsley",CIN,"WR101","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"238","Terrance Ferguson",LAR,"TE38","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"239","Jahan Dotson",PHI,"WR102","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"240","Taysom Hill",NO,"TE39","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"241","Tim Patrick",JAC,"WR103","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"242","Davis Allen",LAR,"TE40","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"243","Trayveon Williams",CLE,"RB68","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"244","Kyle Juszczyk",SF,"RB69","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"245","Brashard Smith",KC,"RB70","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"246","Jordan Whittington",LAR,"WR104","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"247","Marquez Valdes-Scantling",PIT,"WR105","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"248","Tyler Badie",DEN,"RB71","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"249","Jeremy Ruckert",NYJ,"TE41","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"250","Dare Ogunbowale",HOU,"RB72","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"251","Jalen Brooks",ARI,"WR106","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"252","Raheem Mostert",LV,"RB73","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"253","Chris Brooks",GB,"RB74","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"254","Ray Davis",BUF,"RB75","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"255","John Bates",WAS,"TE42","vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"256","Treylon Burks",WAS,"WR107","vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"257","Adam Thielen",PIT,"WR108","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"258","Jaylin Lane",WAS,"WR109","vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"259","Tyrell Shavers",BUF,"WR110","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"260","Hunter Luepke",DAL,"RB76","vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"261","John FitzPatrick",GB,"TE43","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"262","Will Shipley",PHI,"RB77","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"263","Devin Duvernay",CHI,"WR111","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"264","Raheim Sanders",CLE,"RB78","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"265","Gage Larvadain",CLE,"WR112","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"266","Noah Gray",KC,"TE44","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"267","Elijah Higgins",ARI,"TE45","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"268","Kaleb Johnson",PIT,"RB79","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"269","Tommy Tremble",CAR,"TE46","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"270","Kalif Raymond",DET,"WR113","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"271","Michael Mayer",LV,"TE47","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"272","Tanner Hudson",CIN,"TE48","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"273","Shane Zylstra",DET,"TE49","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"274","Trevor Etienne",CAR,"RB80","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"275","Corey Kiner",ARI,"RB81","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"276","Adam Prentice",DEN,"RB82","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"277","Alec Ingold",MIA,"RB83","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"278","Tahj Brooks",CIN,"RB84","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"279","Adam Trautman",DEN,"TE50","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"280","Cade Stover",HOU,"TE51","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"281","Dylan Laube",LV,"RB85","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"282","Dylan Drummond",ATL,"WR114","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"283","D'Ernest Johnson",NE,"RB86","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"284","KeAndre Lambert-Smith",LAC,"WR115","at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"285","Xavier Smith",LAR,"WR116","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"286","Zavier Scott",MIN,"RB87","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"287","Tyler Goodson",IND,"RB88","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"288","Tez Johnson",TB,"WR117","at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"289","Kyle Williams",NE,"WR118","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"290","Patrick Ricard",BAL,"RB89","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"291","Austin Hooper",NE,"TE52","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"292","Devontez Walker",BAL,"WR119","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"293","Jalen Royals",KC,"WR120","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"294","Daniel Bellinger",NYG,"TE53","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"295","Josh Oliver",MIN,"TE54","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"296","C.J. Ham",MIN,"RB90","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"297","Anthony Firkser",DET,"TE55","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"298","Xavier Weaver",ARI,"WR121","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"299","James Proche II",TEN,"WR122","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"300","Foster Moreau",NO,"TE56","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"301","Chris Moore",WAS,"WR123","vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"302","Malachi Corley",CLE,"WR124","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"303","Jackson Hawes",BUF,"TE57","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"304","Khalil Herbert",NYJ,"RB91","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"305","Arian Smith",NYJ,"WR125","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"306","Dante Pettis",NO,"WR126","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"307","Reggie Gilliam",BUF,"RB92","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"308","Kenny Pickett",LV,"QB33","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"309","Drew Sample",CIN,"TE58","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"310","Mitchell Evans",CAR,"TE59","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"311","Dont'e Thornton Jr.",LV,"WR127","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"312","Cedrick Wilson Jr.",MIA,"WR128","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"313","Jimmy Horn Jr.",CAR,"WR129","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"314","Will Dissly",LAC,"TE60","at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"315","Darius Cooper",PHI,"WR130","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"316","Charlie Kolar",BAL,"TE61","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"317","Quintin Morris",JAC,"TE62","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"318","Luke Schoonmaker",DAL,"TE63","vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"319","Jonathan Mingo",DAL,"WR131","vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"320","Blake Whiteheart",CLE,"TE64","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"321","Bo Melton",GB,"WR132","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"322","Dyami Brown",JAC,"WR133","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"323","Stone Smartt",NYJ,"TE65","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"324","Charlie Woerner",ATL,"TE66","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"325","British Brooks",HOU,"RB93","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"326","DJ Giddens",IND,"RB94","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"327","Brycen Tremayne",CAR,"WR134","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"328","Julian Hill",MIA,"TE67","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"329","Jahdae Walker",CHI,"WR135","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"330","Trent Sherfield Sr.",ARI,"WR136","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"331","Grant Calcaterra",PHI,"TE68","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"332","Brevyn Spann-Ford",DAL,"TE69","vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"333","Savion Williams",GB,"WR137","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"334","Kendall Milton",CIN,"RB95","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"335","Scotty Miller",PIT,"WR138","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"336","Connor Heyward",PIT,"TE70","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"337","Nikko Remigio",KC,"WR139","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"338","Ben Skowronek",PIT,"WR140","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"339","Cody White",SEA,"WR141","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"340","Kalel Mullings",TEN,"RB96","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"341","Mo Alie-Cox",IND,"TE71","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"342","Dee Eskridge",MIA,"WR142","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"343","Jack Stoll",NO,"TE72","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"344","Payne Durham",TB,"TE73","at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"345","Ian Thomas",LV,"TE74","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"346","Tyrod Taylor",NYJ,"QB34","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"347","Travis Homer",CHI,"RB97","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"348","Eric Saubert",SEA,"TE75","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"349","Luke Farrell",SF,"TE76","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"350","Jelani Woods",NYJ,"TE77","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"351","Michael Bandy",DEN,"WR143","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"352","Jake Tonges",SF,"TE78","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"353","Mecole Hardman Jr.",BUF,"WR144","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"354","Nate Adkins",DEN,"TE79","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"355","Gunner Olszewski",NYG,"WR145","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"356","Trey Lance",LAC,"QB35","at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"357","Pharaoh Brown",ARI,"TE80","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"358","Drew Ogletree",IND,"TE81","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"359","Tom Kennedy",DET,"WR146","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"360","Johnny Mundt",JAC,"TE82","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"361","Shedrick Jackson",LV,"WR147","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"362","Hunter Long",JAC,"TE83","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"363","Kylen Granson",PHI,"TE84","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"364","Hassan Haskins",LAC,"RB98","at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"365","Deven Thompkins",ATL,"WR148","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"366","Brenden Bates",CLE,"TE85","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"367","Tylan Wallace",BAL,"WR149","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"368","Clyde Edwards-Helaire",KC,"RB99","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"369","Durham Smythe",CHI,"TE86","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"370","Josiah Deguara",ARI,"TE87","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"371","DeeJay Dallas",JAC,"RB100","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"372","Cam Akers",SEA,"RB101","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"373","Tyler Johnson",NYJ,"WR150","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"374","Jared Wiley",KC,"TE88","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"375","David Martin-Robinson",TEN,"TE89","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"376","Ben Sims",MIN,"TE90","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"377","Bhayshul Tuten",JAC,"RB102","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"378","Casey Washington",ATL,"WR151","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"379","Zach Wilson",MIA,"QB36","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"380","Samori Toure",NO,"WR152","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"381","Robert Tonyan",KC,"TE91","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"382","LaJohntay Wester",BAL,"WR153","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"383","Harrison Bryant",HOU,"TE92","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"384","Cam Grandy",CIN,"TE93","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"385","Skyy Moore",SF,"WR154","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"386","Julius Chestnut",TEN,"RB103","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"387","Justice Hill",BAL,"RB104","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"388","Maurice Alexander",CHI,"WR155","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"389","Riley Leonard",IND,"QB37","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"390","Jameis Winston",NYG,"QB38","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"391","Teagan Quitoriano",ATL,"TE94","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"392","Teddy Bridgewater",TB,"QB39","at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"393","Velus Jones Jr.",SEA,"WR156","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"394","Chris Manhertz",NYG,"TE95","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"395","Davis Mills",HOU,"QB40","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"396","E.J. Jenkins",PHI,"TE96","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"397","Mason Kinsey",TEN,"WR157","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"398","Joe Flacco",CIN,"QB41","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"399","Tyler Huntley",BAL,"QB42","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"400","Jack Westover",NE,"TE97","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"401","Tai Felton",MIN,"WR158","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"402","Mason Rudolph",PIT,"QB43","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"403","Tyson Bagent",CHI,"QB44","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"404","Theo Wease Jr.",MIA,"WR159","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"405","Andrew Beck",NYJ,"TE98","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"406","Britain Covey",PHI,"WR160","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"407","Eric Gray",NYG,"RB105","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"408","Collin Hill",FA,"QB45","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-"
"409","Nick Kallerup",SEA,"TE99","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"410","Hayden Rucci",MIA,"TE100","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"411","Max Brosmer",MIN,"QB46","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"412","Malik Willis",GB,"QB47","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"413","Mitchell Trubisky",BUF,"QB48","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"414","Joshua Dobbs",NE,"QB49","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"415","Joe Milton III",DAL,"QB50","vs. LAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"416","Spencer Rattler",NO,"QB51","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"417","Ronnie Rivers",LAR,"RB106","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"418","Laquon Treadwell",IND,"WR161","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"419","Braelon Allen",NYJ,"RB107","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"420","Hendon Hooker",NYJ,"QB52","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"421","MarShawn Lloyd",GB,"RB108","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"422","Austin Trammell",JAC,"WR162","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"423","Mac Jones",SF,"QB53","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"424","Jerome Ford",CLE,"RB109","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"425","Tanner McKee",PHI,"QB54","at WAS","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"426","Jimmy Garoppolo",LAR,"QB55","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"427","Jordan Watkins",SF,"WR163","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"428","Giovanni Ricci",DET,"TE101","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"429","Jarrett Stidham",DEN,"QB56","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"430","Myles Price",MIN,"WR164","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"431","Kene Nwangwu",NYJ,"RB110","at NO","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"432","Allen Lazard",FA,"WR165","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-"
"433","Kameron Johnson",TB,"WR166","at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"434","Nick Mullens",JAC,"QB57","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"435","Andy Dalton",CAR,"QB58","vs. TB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"436","Brady Russell",SEA,"TE102","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"437","Jacob Saylors",DET,"RB111","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"438","Brandon Allen",TEN,"QB59","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"439","Shane Buechele",BUF,"QB60","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"440","Nick Vannett",LAR,"TE103","at SEA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"441","Coleman Owen",IND,"WR167","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"442","Ke'Shawn Williams",CIN,"WR168","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"443","McCallan Castles",GB,"TE104","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"444","Taylor Heinicke",FA,"QB61","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-"
"445","Alex Bachman",LV,"WR169","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"446","Chris Blair",ATL,"WR170","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"447","Anthony Gould",IND,"WR171","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
